400,250,700,-180,0.2
800,500,700,-180,0.2
1200,250,700,-180,0.2
1600,0,700,-180,0.2
1200,-250,700,-180,0.2
800,-500,700,-180,0.2
400,-250,700,-180,0.2
0,0,700,-180,0.2
-400,250,700,-180,0.2
-800,500,700,-180,0.2
-1200,250,700,-180,0.2
-1600,0,700,-180,0.2
-1200,-250,700,-180,0.2
-800,-500,700,-180,0.2
-400,-250,700,-180,0.2
0,0,700,-180,0.2
